season_year,season,island,measure,seasonal_total,mean_monthly,sd_monthly,n,se_monthly
2007,Summer,Santa Cruz,Overnight Stays,11427,1904.5,694.2197778801753,6,283.4140375257843
2007,Summer,Santa Cruz,Rec Visitors Ashore,26582,4430.333333333333,1097.1433209324416,6,447.90688516451473
2007,Summer,Santa Rosa,Overnight Stays,1746,291,180.36185849563648,6,73.63242039572877
2007,Summer,Santa Rosa,Rec Visitors Ashore,3691,615.1666666666666,350.0648035245284,6,142.9133575904568
2007,Winter,Anacapa,Overnight Stays,130,21.666666666666664,31.436708903233917,6,12.83398266755535
2007,Winter,Anacapa,Rec Visitors Ashore,3108,518,535.44411473094,6,218.5941444778428
2007,Winter,Isthmus,Overnight Stays,0,0,0,6,0
2007,Winter,Isthmus,Rec Visitors Ashore,2032,338.6666666666667,246.1793384235701,6,100.50229405894729
2007,Winter,San Miguel,Overnight Stays,64,10.666666666666668,25.160816096992296,6,10.271860158272752
2007,Winter,San Miguel,Rec Visitors Ashore,235,39.16666666666667,66.21304000472011,6,27.03136038834236
2007,Winter,Santa Barbara,Overnight Stays,125,20.833333333333336,51.03103630798287,6,20.833333333333332
2007,Winter,Santa Barbara,Rec Visitors Ashore,113,18.833333333333332,17.394443557258928,6,7.101251845821114
2007,Winter,Santa Cruz,Overnight Stays,2694,449,315.1793140420227,6,128.6714161472288
2007,Winter,Santa Cruz,Rec Visitors Ashore,8467,1411.1666666666667,908.4814619279067,6,370.886003750179
2007,Winter,Santa Rosa,Overnight Stays,314,52.33333333333333,92.07315931728782,6,37.58870988888965
2007,Winter,Santa Rosa,Rec Visitors Ashore,940,156.66666666666669,254.55503661618377,6,103.92165852752309
2008,Summer,Anacapa,Overnight Stays,411,68.5,57.43779243668754,6,23.44888057029589
2008,Summer,Anacapa,Rec Visitors Ashore,9619,1603.1666666666667,556.1508488410916,6,227.04763327940196
2008,Summer,Isthmus,Overnight Stays,340,56.666666666666664,45.34607664028572,6,18.51245826763996
2008,Summer,Isthmus,Rec Visitors Ashore,5180,863.3333333333334,388.5998799107723,6,158.64523664803528
2008,Summer,San Miguel,Overnight Stays,218,36.33333333333333,54.996969613485675,6,22.45241882539855
2008,Summer,San Miguel,Rec Visitors Ashore,945,157.5,143.67567643828932,6,58.65534928717074
2008,Summer,Santa Barbara,Overnight Stays,107,17.833333333333332,22.193842990042683,6,9.060598459508316
2008,Summer,Santa Barbara,Rec Visitors Ashore,561,93.5,49.58931336487731,6,20.244752406487958
2008,Summer,Santa Cruz,Overnight Stays,11697,1949.5,807.7754019527953,6,329.7729269259885
2008,Summer,Santa Cruz,Rec Visitors Ashore,32442,5407,1963.109981636281,6,801.4362939955573
2008,Summer,Santa Rosa,Overnight Stays,1845,307.5,232.67466557405857,6,94.98903445486046
2008,Summer,Santa Rosa,Rec Visitors Ashore,3805,634.1666666666666,436.6290950757481,6,178.2530816314577
2008,Winter,Anacapa,Overnight Stays,100,16.666666666666664,40.824829046386306,6,16.66666666666667
2008,Winter,Anacapa,Rec Visitors Ashore,3045,507.5,494.536854036178,6,201.89382523164664
2008,Winter,Isthmus,Overnight Stays,0,0,0,6,0
2008,Winter,Isthmus,Rec Visitors Ashore,2435,405.8333333333333,156.0518076366521,6,63.707883691458825
2008,Winter,San Miguel,Overnight Stays,4,0.6666666666666667,1.2110601416389966,6,0.4944132324730442
2008,Winter,San Miguel,Rec Visitors Ashore,179,29.833333333333336,40.696027652175914,6,16.614083717670916
2008,Winter,Santa Barbara,Overnight Stays,0,0,0,6,0
2008,Winter,Santa Barbara,Rec Visitors Ashore,134,22.333333333333336,49.966655548141965,6,20.398801707725656
2008,Winter,Santa Cruz,Overnight Stays,2003,333.83333333333337,465.74689120451103,6,190.14037212310043
2008,Winter,Santa Cruz,Rec Visitors Ashore,8924,1487.3333333333333,872.4550800280016,6,356.1782949279445
2008,Winter,Santa Rosa,Overnight Stays,253,42.16666666666667,69.58280438920714,6,28.407060937575203
2008,Winter,Santa Rosa,Rec Visitors Ashore,721,120.16666666666666,187.63626159851583,6,76.60218302662429
2009,Summer,Anacapa,Overnight Stays,506,84.33333333333333,65.50012722633954,6,26.74031496531865
2009,Summer,Anacapa,Rec Visitors Ashore,8699,1449.8333333333333,384.78795026178597,6,157.0890228854681
2009,Summer,Isthmus,Overnight Stays,333,55.5,104.02451634110105,6,42.46783096258469
2009,Summer,Isthmus,Rec Visitors Ashore,4046,674.3333333333334,242.6344300932303,6,99.05509129323495
2009,Summer,San Miguel,Overnight Stays,258,43,35.92213802100315,6,14.665151436881473
2009,Summer,San Miguel,Rec Visitors Ashore,1199,199.83333333333334,137.63635663103943,6,56.18980730029643
2009,Summer,Santa Barbara,Overnight Stays,0,0,0,6,0
2009,Summer,Santa Barbara,Rec Visitors Ashore,261,43.5,52.32494624937517,6,21.361569854920933
2009,Summer,Santa Cruz,Overnight Stays,14415,2402.5,760.4579541302728,6,310.45565974333067
2009,Summer,Santa Cruz,Rec Visitors Ashore,35943,5990.5,1561.9565614958694,6,637.6660960095024
2009,Summer,Santa Rosa,Overnight Stays,1746,291,113.92102527628515,6,46.50806381693394
2009,Summer,Santa Rosa,Rec Visitors Ashore,3247,541.1666666666666,175.74460636579056,6,71.74743510707854
2009,Winter,Anacapa,Overnight Stays,71,11.833333333333332,21.414169763655718,6,8.742298197715392
2009,Winter,Anacapa,Rec Visitors Ashore,2821,470.16666666666663,295.8684955629218,6,120.78780751567787
2009,Winter,Isthmus,Overnight Stays,0,0,0,6,0
2009,Winter,Isthmus,Rec Visitors Ashore,2265,377.5,109.02247474718229,6,44.50823893767685
2009,Winter,San Miguel,Overnight Stays,0,0,0,6,0
2009,Winter,San Miguel,Rec Visitors Ashore,134,22.333333333333336,41.86963896030949,6,17.093208527885505
2009,Winter,Santa Barbara,Overnight Stays,0,0,0,6,0
2009,Winter,Santa Barbara,Rec Visitors Ashore,0,0,0,6,0
2009,Winter,Santa Cruz,Overnight Stays,3377,562.8333333333334,462.95546942083604,6,189.00077895195153
2009,Winter,Santa Cruz,Rec Visitors Ashore,11263,1877.1666666666667,979.0878237761242,6,399.7109302705867
2009,Winter,Santa Rosa,Overnight Stays,161,26.833333333333332,65.72797476468195,6,26.833333333333336
2009,Winter,Santa Rosa,Rec Visitors Ashore,428,71.33333333333334,122.39553368757647,6,49.96776738836525
2010,Summer,Anacapa,Overnight Stays,0,0,0,6,0
2010,Summer,Anacapa,Rec Visitors Ashore,2530,421.6666666666667,401.5812080596733,6,163.94484167277454
2010,Summer,Isthmus,Overnight Stays,172,28.666666666666664,39.13906829073307,6,15.978457720040167
2010,Summer,Isthmus,Rec Visitors Ashore,1236,206,286.3117182373086,6,116.88626951015247
2010,Summer,San Miguel,Overnight Stays,1034,172.33333333333334,171.2409608320003,6,69.90882951705345
2010,Summer,San Miguel,Rec Visitors Ashore,1264,210.66666666666666,156.18023775966876,6,63.76031506962444
2010,Summer,Santa Barbara,Overnight Stays,191,31.833333333333336,40.70585543465051,6,16.61809589306522
2010,Summer,Santa Barbara,Rec Visitors Ashore,669,111.5,104.68572013412336,6,42.73776628073427
2010,Summer,Santa Cruz,Overnight Stays,24989,4164.833333333333,3431.3756667941016,6,1400.8532499079902
2010,Summer,Santa Cruz,Rec Visitors Ashore,34162,5693.666666666667,2843.9582744243394,6,1161.0411036842945
2010,Summer,Santa Rosa,Overnight Stays,1022,170.33333333333334,93.86728219495154,6,38.32115748657798
2010,Summer,Santa Rosa,Rec Visitors Ashore,2086,347.6666666666667,170.80359090682686,6,69.73027399280109
2010,Winter,Anacapa,Overnight Stays,11,1.8333333333333333,4.490731195102493,6,1.8333333333333333
2010,Winter,Anacapa,Rec Visitors Ashore,2553,425.5,566.6528919894436,6,231.33507444109438
2010,Winter,Isthmus,Overnight Stays,30,5,9.612491872558333,6,3.9242833740697174
2010,Winter,Isthmus,Rec Visitors Ashore,1090,181.66666666666669,175.8017823193686,6,71.77077709238242
2010,Winter,San Miguel,Overnight Stays,98,16.333333333333332,22.455882673960218,6,9.16757571250134
2010,Winter,San Miguel,Rec Visitors Ashore,201,33.5,62.679342689597505,6,25.588734500426813
2010,Winter,Santa Barbara,Overnight Stays,160,26.666666666666664,48.96393230395887,6,19.989441657479528
2010,Winter,Santa Barbara,Rec Visitors Ashore,367,61.16666666666667,67.90998944681606,6,27.724137097081634
2010,Winter,Santa Cruz,Overnight Stays,3204,534,627.9703814671517,6,256.3678346959046
2010,Winter,Santa Cruz,Rec Visitors Ashore,12023,2003.8333333333335,1305.2828684490833,6,532.8794996161057
2010,Winter,Santa Rosa,Overnight Stays,161,26.833333333333332,64.75312090290834,6,26.435350910812165
2010,Winter,Santa Rosa,Rec Visitors Ashore,341,56.83333333333333,97.21402505125826,6,39.68745953628734
2011,Summer,Anacapa,Overnight Stays,261,43.5,54.77864547430869,6,22.36328836881255
2011,Summer,Anacapa,Rec Visitors Ashore,3370,561.6666666666666,470.70783578209813,6,192.16566926598634
2011,Summer,Isthmus,Overnight Stays,0,0,0,6,0
2011,Summer,Isthmus,Rec Visitors Ashore,564,94,230.25203582161873,6,94
2011,Summer,San Miguel,Overnight Stays,181,30.166666666666668,24.91117553763103,6,10.169944826683073
2011,Summer,San Miguel,Rec Visitors Ashore,910,151.66666666666666,111.06694677835826,6,45.34289114930562
2011,Summer,Santa Barbara,Overnight Stays,333,55.5,54.19132771947925,6,22.123516899444358
2011,Summer,Santa Barbara,Rec Visitors Ashore,967,161.16666666666666,95.43881111301978,6,38.96273148079386
2011,Summer,Santa Cruz,Overnight Stays,12771,2128.5,751.2128193794352,6,306.68134928619315
2011,Summer,Santa Cruz,Rec Visitors Ashore,31504,5250.666666666667,2264.782432523413,6,924.5935563502726
2011,Summer,Santa Rosa,Overnight Stays,1130,188.33333333333334,146.7087818321271,6,59.89360937900174
2011,Summer,Santa Rosa,Rec Visitors Ashore,2615,435.8333333333333,346.1822737614777,6,141.3283214520163
2011,Winter,Anacapa,Overnight Stays,0,0,0,6,0
2011,Winter,Anacapa,Rec Visitors Ashore,1089,181.5,442.6256883643334,6,180.70118059012972
2011,Winter,Isthmus,Overnight Stays,57,9.5,13.619838471876236,6,5.560275772537426
2011,Winter,Isthmus,Rec Visitors Ashore,970,161.66666666666666,143.37456771222247,6,58.5324221645102
2011,Winter,San Miguel,Overnight Stays,202,33.66666666666667,79.56297296272096,6,32.48144769625339
2011,Winter,San Miguel,Rec Visitors Ashore,221,36.83333333333333,78.22893752740522,6,31.936830010367522
2011,Winter,Santa Barbara,Overnight Stays,95,15.833333333333334,34.56250376732952,6,14.110083077163102
2011,Winter,Santa Barbara,Rec Visitors Ashore,182,30.333333333333336,58.858021260204346,6,24.028686559564132
2011,Winter,Santa Cruz,Overnight Stays,10970,1828.3333333333335,1889.1300290521738,6,771.2341048244979
2011,Winter,Santa Cruz,Rec Visitors Ashore,8228,1371.3333333333333,641.9827619700288,6,262.08836508153337
2011,Winter,Santa Rosa,Overnight Stays,96,16,39.191835884530846,6,16
2011,Winter,Santa Rosa,Rec Visitors Ashore,333,55.5,106.62035452951748,6,43.52757746532651
2012,Summer,Anacapa,Overnight Stays,205,34.166666666666664,27.809470808820986,6,11.35316891640587
2012,Summer,Anacapa,Rec Visitors Ashore,5640,940,212.92252111977257,6,86.92525524840293
2012,Summer,Isthmus,Overnight Stays,0,0,0,6,0
2012,Summer,Isthmus,Rec Visitors Ashore,1592,265.3333333333333,73.5653904133368,6,30.032944873551408
2012,Summer,San Miguel,Overnight Stays,180,30,30.56795707926848,6,12.479316220584098
2012,Summer,San Miguel,Rec Visitors Ashore,817,136.16666666666666,118.11421026560126,6,48.21992442042098
2012,Summer,Santa Barbara,Overnight Stays,350,58.33333333333333,42.90299134870046,6,17.51507287389287
2012,Summer,Santa Barbara,Rec Visitors Ashore,786,131,46.561786907291264,6,19.00876990584434
2012,Summer,Santa Cruz,Overnight Stays,13265,2210.8333333333335,855.8755555959444,6,349.4097324218533
2012,Summer,Santa Cruz,Rec Visitors Ashore,40573,6762.166666666667,2347.3085367430217,6,958.2846973165705
2012,Summer,Santa Rosa,Overnight Stays,1557,259.5,175.33140049631726,6,71.57874451725642
2012,Summer,Santa Rosa,Rec Visitors Ashore,3173,528.8333333333334,268.1726433972464,6,109.48102321610102
2012,Winter,Anacapa,Overnight Stays,9,1.5,2.345207879911715,6,0.9574271077563382
2012,Winter,Anacapa,Rec Visitors Ashore,2266,377.66666666666663,569.4438222218823,6,232.47446693729142
2012,Winter,Isthmus,Overnight Stays,0,0,0,6,0
2012,Winter,Isthmus,Rec Visitors Ashore,489,81.5,99.24867757305384,6,40.51810294999837
2012,Winter,San Miguel,Overnight Stays,42,7,17.146428199482248,6,7.000000000000001
2012,Winter,San Miguel,Rec Visitors Ashore,229,38.16666666666667,79.97853878801904,6,32.65110173400653
2012,Winter,Santa Barbara,Overnight Stays,59,9.833333333333332,24.08664913736792,6,9.833333333333336
2012,Winter,Santa Barbara,Rec Visitors Ashore,224,37.33333333333333,58.10909280540066,6,23.722937798210783
2012,Winter,Santa Cruz,Overnight Stays,6224,1037.3333333333333,968.4469353901981,6,395.3668057780156
2012,Winter,Santa Cruz,Rec Visitors Ashore,12398,2066.3333333333335,1160.3435123560034,6,473.70825527017274
2012,Winter,Santa Rosa,Overnight Stays,244,40.66666666666667,89.47774397394399,6,36.52913601192586
2012,Winter,Santa Rosa,Rec Visitors Ashore,629,104.83333333333334,133.34979065100427,6,54.43982406698652
2013,Summer,Anacapa,Overnight Stays,8,1.3333333333333333,2.4221202832779936,6,0.9888264649460886
2013,Summer,Anacapa,Rec Visitors Ashore,6063,1010.5,259.5871722562577,6,105.97601929996554
2013,Summer,Isthmus,Overnight Stays,8,1.3333333333333335,3.265986323710904,6,1.3333333333333335
2013,Summer,Isthmus,Rec Visitors Ashore,1616,269.33333333333337,370.9219145139132,6,151.4282374958882
2013,Summer,San Miguel,Overnight Stays,417,69.5,51.51601692677725,6,21.031325841864245
2013,Summer,San Miguel,Rec Visitors Ashore,1181,196.83333333333334,149.5920006773981,6,61.070678543616815
2013,Summer,Santa Barbara,Overnight Stays,117,19.5,38.80077318817242,6,15.840349322747484
2013,Summer,Santa Barbara,Rec Visitors Ashore,418,69.66666666666667,69.22331013948023,6,28.260298024692602
2013,Summer,Santa Cruz,Overnight Stays,13257,2209.5,639.797389803991,6,261.1961906307211
2013,Summer,Santa Cruz,Rec Visitors Ashore,42477,7079.5,2435.959831360115,6,994.4764367914071
2013,Summer,Santa Rosa,Overnight Stays,2575,429.1666666666667,252.3231393801739,6,103.01049029643103
2013,Summer,Santa Rosa,Rec Visitors Ashore,4583,763.8333333333334,366.79771900417626,6,149.74454172949936
2013,Winter,Anacapa,Overnight Stays,4,0.6666666666666667,1.632993161855452,6,0.6666666666666667
2013,Winter,Anacapa,Rec Visitors Ashore,2456,409.33333333333337,376.14553920878376,6,153.56077334759394
2013,Winter,Isthmus,Overnight Stays,0,0,0,6,0
2013,Winter,Isthmus,Rec Visitors Ashore,993,165.5,179.72729341978086,6,73.37336028832264
2013,Winter,San Miguel,Overnight Stays,52,8.666666666666668,21.228911104120876,6,8.666666666666666
2013,Winter,San Miguel,Rec Visitors Ashore,134,22.333333333333336,53.731430900978864,6,21.935764809501805
2013,Winter,Santa Barbara,Overnight Stays,60,10,24.49489742783178,6,10
2013,Winter,Santa Barbara,Rec Visitors Ashore,205,34.166666666666664,35.210320456744874,6,14.374553133150881
2013,Winter,Santa Cruz,Overnight Stays,4666,777.6666666666666,575.6900786592267,6,235.02449044963618
2013,Winter,Santa Cruz,Rec Visitors Ashore,16216,2702.6666666666665,1709.3701374092934,6,697.8474363673228
2013,Winter,Santa Rosa,Overnight Stays,348,58,92.93438545554599,6,37.94030398753635
2013,Winter,Santa Rosa,Rec Visitors Ashore,1017,169.5,183.6047385009439,6,74.95632061407497
2014,Summer,Anacapa,Overnight Stays,0,0,0,6,0
2014,Summer,Anacapa,Rec Visitors Ashore,6417,1069.5,411.09548769112024,6,167.82903006730788
2014,Summer,Isthmus,Overnight Stays,0,0,0,6,0
2014,Summer,Isthmus,Rec Visitors Ashore,2976,496,218.84515073448623,6,89.34315866366042
2014,Summer,San Miguel,Overnight Stays,0,0,0,6,0
2014,Summer,San Miguel,Rec Visitors Ashore,41,6.833333333333333,16.738179909018378,6,6.833333333333331
2014,Summer,Santa Barbara,Overnight Stays,101,16.833333333333332,26.309060543217175,6,10.740628990478683
2014,Summer,Santa Barbara,Rec Visitors Ashore,405,67.5,81.48558154667609,6,33.26634936388422
2014,Summer,Santa Cruz,Overnight Stays,15401,2566.8333333333335,765.8883513062897,6,312.67261010697933
2014,Summer,Santa Cruz,Rec Visitors Ashore,47811,7968.5,2105.8725270063237,6,859.718859085147
2014,Summer,Santa Rosa,Overnight Stays,2810,468.3333333333333,169.9690167844324,6,69.38956053406817
2014,Summer,Santa Rosa,Rec Visitors Ashore,4121,686.8333333333334,217.3664340846274,6,88.73947511927511
2014,Winter,Anacapa,Overnight Stays,18,3,7.3484692283495345,6,3.0000000000000004
2014,Winter,Anacapa,Rec Visitors Ashore,2157,359.5,175.08483657929946,6,71.47808521964384
2014,Winter,Isthmus,Overnight Stays,152,25.333333333333336,62.053740150507174,6,25.333333333333332
2014,Winter,Isthmus,Rec Visitors Ashore,1092,182,261.9427418349285,6,106.93767655352657
2014,Winter,San Miguel,Overnight Stays,6,1,2.449489742783178,6,1
2014,Winter,San Miguel,Rec Visitors Ashore,238,39.666666666666664,46.89847190118956,6,19.146220979028154
2014,Winter,Santa Barbara,Overnight Stays,39,6.5,12.80234353546256,6,5.226534862283678
2014,Winter,Santa Barbara,Rec Visitors Ashore,122,20.333333333333336,37.23797345005051,6,15.20233900132184
2014,Winter,Santa Cruz,Overnight Stays,4006,667.6666666666666,426.43248781802106,6,174.0903341499592
2014,Winter,Santa Cruz,Rec Visitors Ashore,15077,2512.8333333333335,962.7690100261156,6,393.0488024547475
2014,Winter,Santa Rosa,Overnight Stays,167,27.833333333333336,48.043383172572966,6,19.61362904830324
2014,Winter,Santa Rosa,Rec Visitors Ashore,646,107.66666666666666,110.28266711803205,6,45.02271031873187
2015,Summer,Anacapa,Overnight Stays,415,69.16666666666667,55.15583982378173,6,22.51727731715755
2015,Summer,Anacapa,Rec Visitors Ashore,5668,944.6666666666666,388.2564444625056,6,158.50502971339571
2015,Summer,Isthmus,Overnight Stays,14,2.333333333333333,3.2041639575194445,6,1.3080944580232392
2015,Summer,Isthmus,Rec Visitors Ashore,3318,553,127.12198865656563,6,51.897334549409514
2015,Summer,San Miguel,Overnight Stays,0,0,0,6,0
2015,Summer,San Miguel,Rec Visitors Ashore,0,0,0,6,0
2015,Summer,Santa Barbara,Overnight Stays,256,42.666666666666664,38.12435791809046,6,15.564203945092872
2015,Summer,Santa Barbara,Rec Visitors Ashore,532,88.66666666666667,63.99895832485609,6,26.127465327590517
2015,Summer,Santa Cruz,Overnight Stays,15472,2578.6666666666665,848.7493544425625,6,346.5004729834835
2015,Summer,Santa Cruz,Rec Visitors Ashore,47035,7839.166666666667,2938.3499054174376,6,1199.5763256713226
2015,Summer,Santa Rosa,Overnight Stays,1864,310.6666666666667,143.5557963534272,6,58.60640844746513
2015,Summer,Santa Rosa,Rec Visitors Ashore,3407,567.8333333333334,142.66522584942228,6,58.24283456166757
2015,Winter,Anacapa,Overnight Stays,0,0,0,6,0
2015,Winter,Anacapa,Rec Visitors Ashore,3293,548.8333333333334,369.5540104865142,6,150.86979301518394
2015,Winter,Isthmus,Overnight Stays,114,19,46.54030511288038,6,19
2015,Winter,Isthmus,Rec Visitors Ashore,2849,474.8333333333333,109.84610446741691,6,44.84448436293786
2015,Winter,San Miguel,Overnight Stays,0,0,0,6,0
2015,Winter,San Miguel,Rec Visitors Ashore,5,0.8333333333333334,2.041241452319315,6,0.8333333333333335
2015,Winter,Santa Barbara,Overnight Stays,0,0,0,6,0
2015,Winter,Santa Barbara,Rec Visitors Ashore,30,5,6.870225614927067,6,2.8047578623950176
2015,Winter,Santa Cruz,Overnight Stays,4872,812,543.0727391427414,6,221.7085173525516
2015,Winter,Santa Cruz,Rec Visitors Ashore,18247,3041.1666666666665,1413.875159505487,6,577.2121167974368
2015,Winter,Santa Rosa,Overnight Stays,43,7.166666666666666,11.143009766964518,6,4.549114687985393
2015,Winter,Santa Rosa,Rec Visitors Ashore,784,130.66666666666669,153.38274566152043,6,62.618243702969224
2016,Summer,Anacapa,Overnight Stays,272,45.333333333333336,25.113077602449817,6,10.252370999486466
2016,Summer,Anacapa,Rec Visitors Ashore,6082,1013.6666666666666,382.7409916205301,6,156.25335551952514
2016,Summer,Isthmus,Overnight Stays,5,0.8333333333333333,0.9831920802501751,6,0.40138648595974324
2016,Summer,Isthmus,Rec Visitors Ashore,11441,1906.8333333333335,1578.9233568057275,6,644.5927611894024
2016,Summer,San Miguel,Overnight Stays,32,5.333333333333334,7.5277265270908105,6,3.0731814857642963
2016,Summer,San Miguel,Rec Visitors Ashore,416,69.33333333333333,57.659922534345,6,23.53956480292512
2016,Summer,Santa Barbara,Overnight Stays,0,0,0,6,0
2016,Summer,Santa Barbara,Rec Visitors Ashore,0,0,0,6,0
2016,Summer,Santa Cruz,Overnight Stays,15999,2666.5,859.6131106492036,6,350.9355828828609
2016,Summer,Santa Cruz,Rec Visitors Ashore,46027,7671.166666666667,3203.2811563561927,6,1307.734055957522
2016,Summer,Santa Rosa,Overnight Stays,1987,331.1666666666667,167.24283741513915,6,68.27660246705635
2016,Summer,Santa Rosa,Rec Visitors Ashore,3768,628,170.42065602502532,6,69.57394148194663
2016,Winter,Anacapa,Overnight Stays,95,15.833333333333332,13.556056457047776,6,5.534236874021366
2016,Winter,Anacapa,Rec Visitors Ashore,2140,356.6666666666667,187.89748978277134,6,76.70882898626758
2016,Winter,Isthmus,Overnight Stays,60,10,13.6088206689632,6,5.555777773333511
2016,Winter,Isthmus,Rec Visitors Ashore,5179,863.1666666666666,530.7780766635587,6,216.6892424135951
2016,Winter,San Miguel,Overnight Stays,0,0,0,6,0
2016,Winter,San Miguel,Rec Visitors Ashore,0,0,0,6,0
2016,Winter,Santa Barbara,Overnight Stays,50,8.333333333333332,14.375905768565216,6,5.868938953886337
2016,Winter,Santa Barbara,Rec Visitors Ashore,93,15.5,29.118722499450417,6,11.887668680892258
2016,Winter,Santa Cruz,Overnight Stays,4747,791.1666666666666,579.6583188971472,6,236.6445177429171
2016,Winter,Santa Cruz,Rec Visitors Ashore,13685,2280.8333333333335,1780.7069850670734,6,726.9705824706924
2016,Winter,Santa Rosa,Overnight Stays,180,30,52.53950894327049,6,21.449164707901023
2016,Winter,Santa Rosa,Rec Visitors Ashore,862,143.66666666666666,140.34053821567974,6,57.29378480932969
2017,Summer,Anacapa,Overnight Stays,288,48,29.34620929523948,6,11.980539776376245
2017,Summer,Anacapa,Rec Visitors Ashore,5230,871.6666666666666,256.6364484376034,6,104.77139134536893
2017,Summer,Isthmus,Overnight Stays,4,0.6666666666666667,1.0327955589886446,6,0.421637021355784
2017,Summer,Isthmus,Rec Visitors Ashore,4815,802.5,117.76714312574624,6,48.078234853898984
2017,Summer,San Miguel,Overnight Stays,274,45.666666666666664,66.98557058551242,6,27.346744677281876
2017,Summer,San Miguel,Rec Visitors Ashore,815,135.83333333333334,119.89231279221644,6,48.9458317371811
2017,Summer,Santa Barbara,Overnight Stays,0,0,0,6,0
2017,Summer,Santa Barbara,Rec Visitors Ashore,0,0,0,6,0
2017,Summer,Santa Cruz,Overnight Stays,14010,2335,524.5691565465892,6,214.15446139021557
2017,Summer,Santa Cruz,Rec Visitors Ashore,49971,8328.5,2021.5113900248002,6,825.2785691308522
2017,Summer,Santa Rosa,Overnight Stays,3026,504.3333333333333,142.25282656828534,6,58.07447326015489
2017,Summer,Santa Rosa,Rec Visitors Ashore,8465,1410.8333333333333,178.57706086355736,6,72.90377981360852
2017,Winter,Anacapa,Overnight Stays,37,6.166666666666666,6.735478206235,6,2.7497474631520458
2017,Winter,Anacapa,Rec Visitors Ashore,1444,240.66666666666669,183.1236376513602,6,74.75991201469171
2017,Winter,Isthmus,Overnight Stays,65,10.833333333333332,16.70229525145172,6,6.818683483227862
2017,Winter,Isthmus,Rec Visitors Ashore,4286,714.3333333333334,460.2667342603272,6,187.90310741916372
2017,Winter,San Miguel,Overnight Stays,7,1.1666666666666665,2.401388487243717,6,0.9803627446568496
2017,Winter,San Miguel,Rec Visitors Ashore,96,16,14.953260514014994,6,6.104643041707408
2017,Winter,Santa Barbara,Overnight Stays,0,0,0,6,0
2017,Winter,Santa Barbara,Rec Visitors Ashore,0,0,0,6,0
2017,Winter,Santa Cruz,Overnight Stays,4006,667.6666666666666,402.49703932658514,6,164.31872822184465
2017,Winter,Santa Cruz,Rec Visitors Ashore,18533,3088.8333333333335,1594.535972208425,6,650.9665847372233
2017,Winter,Santa Rosa,Overnight Stays,374,62.33333333333333,83.74405451533062,6,34.18836709239628
2017,Winter,Santa Rosa,Rec Visitors Ashore,1367,227.83333333333331,246.3261388214143,6,100.5622250704066
2018,Summer,Anacapa,Overnight Stays,125,20.833333333333332,22.00378755275252,6,8.983008652141246
2018,Summer,Anacapa,Rec Visitors Ashore,5259,876.5,203.29166239666594,6,82.99347363899567
2018,Summer,Isthmus,Overnight Stays,5,0.8333333333333333,0.9831920802501751,6,0.40138648595974324
2018,Summer,Isthmus,Rec Visitors Ashore,5432,905.3333333333334,170.95340495780326,6,69.79143532299967
2018,Summer,San Miguel,Overnight Stays,311,51.833333333333336,54.72628862499874,6,22.341913774587688
2018,Summer,San Miguel,Rec Visitors Ashore,437,72.83333333333333,50.728361561030795,6,20.709766885323564
2018,Summer,Santa Barbara,Overnight Stays,0,0,0,6,0
2018,Summer,Santa Barbara,Rec Visitors Ashore,41,6.833333333333333,11.356349178616632,6,4.636210138080935
2018,Summer,Santa Cruz,Overnight Stays,13032,2172,551.3771848743834,6,225.09879312574438
2018,Summer,Santa Cruz,Rec Visitors Ashore,45939,7656.5,2495.517000543174,6,1018.7905492952581
2018,Summer,Santa Rosa,Overnight Stays,1880,313.3333333333333,179.97073836228674,6,73.47274626992274
2018,Summer,Santa Rosa,Rec Visitors Ashore,9541,1590.1666666666665,2496.616223344443,6,1019.239305124715
2018,Winter,Anacapa,Overnight Stays,31,5.166666666666666,5.344779384283945,6,2.181997046540419
2018,Winter,Anacapa,Rec Visitors Ashore,2478,413,169.8340366357698,6,69.3344551191301
2018,Winter,Isthmus,Overnight Stays,78,13,20.059910268991732,6,8.189424074174365
2018,Winter,Isthmus,Rec Visitors Ashore,2598,433,205.926200372852,6,84.06901926393576
2018,Winter,San Miguel,Overnight Stays,59,9.833333333333332,23.600141242515196,6,9.634717316962538
2018,Winter,San Miguel,Rec Visitors Ashore,364,60.66666666666667,107.3585891611224,6,43.82896049164044
2018,Winter,Santa Barbara,Overnight Stays,0,0,0,6,0
2018,Winter,Santa Barbara,Rec Visitors Ashore,27,4.5,6.6257075093909785,6,2.7049337638224467
2018,Winter,Santa Cruz,Overnight Stays,4528,754.6666666666666,460.5985960320186,6,188.03858942012704
2018,Winter,Santa Cruz,Rec Visitors Ashore,18476,3079.3333333333335,971.6965918776635,6,396.69347248361817
2018,Winter,Santa Rosa,Overnight Stays,863,143.83333333333331,217.51452058809008,6,88.79993118115452
2018,Winter,Santa Rosa,Rec Visitors Ashore,2287,381.16666666666663,524.6291706211795,6,214.17896203357085
2019,Summer,Anacapa,Overnight Stays,898,149.66666666666666,64.80329209744414,6,26.45583321521194
2019,Summer,Anacapa,Rec Overnight Boats,928,154.66666666666666,147.6884107391865,6,60.29354120559773
2019,Summer,Anacapa,Rec Visitors Ashore,4680,780,250.84576934841854,6,102.40735650658436
